,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
5324,shift0310, Derivation,Albanian,"brî, brini",horn,→,Albanian,brinar,man with unfaithful wife
5325,shift0310, Derivation,Bulgarian,рог,horned,→,Bulgarian,рогоносец,"cuckold, deceived husband"
5326,shift0310, Polysemy,Catalan,cornut,horned,→,Catalan,cornut,husband of an adulterer
5327,shift0310, Polysemy,Czech,paroháč,stag with impressive antlers,→,Czech,paroháč,man with unfaithful wife
5328,shift0310, Derivation,Dutch,hoorn,horn,→,Dutch,hoorndrager,"cuckold, deceived husband"
5329,shift0310, Polysemy,Galician,cornudo,horned,→,Galician,cornudo,"cuckold, deceived husband"
5330,shift0310, Polysemy,Italian,cornuto,horned,→,Italian,cornuto,"cuckold, deceived husband"
5331,shift0310, Polysemy,Italian,becco,male goat,→,Italian,becco,"(figurative, derogatory, vulgar) cuckold, deceived husband"
5332,shift0310, Derivation,Macedonian,рог,horned,→,Macedonian,рогоносец,"cuckold, deceived husband"
5333,shift0310, Derivation,Modern Greek,κέρατο,horn,→,Modern Greek,κερατάς,"cuckold, deceived husband"
5334,shift0310, Polysemy,Polish,rogacz,animal with antlers,→,Polish,rogacz,"cuckold, deceived husband"
5335,shift0310, Polysemy,Portuguese,corno,horned,→,Portuguese,corno,"(vulgar) cuckold, deceived husband"
5336,shift0310, Polysemy,Portuguese,chifrudo,big- or long-horned,→,Portuguese,chifrudo,man who has an unfaithful partner
5337,shift0310, Polysemy,Portuguese,cabrão,male goat,→,Portuguese,cabrão,(derogatory) deceived husband
5338,shift0310, Derivation,Romanian,corn,horn,→,Romanian,încornorat,"cuckold, deceived husband"
5339,shift0310, Polysemy,Russian,рог,horn,→,Russian,рогоносец,man married to an unfaithful wife
5340,shift0310, Polysemy,Spanish,cornudo,horned,→,Spanish,cornudo,"cuckold, deceived husband"
5341,shift0310, Polysemy,Turkish,boynuz,horn,→,Turkish,boynuzlu,cuckold
5342,shift0310, Polysemy,Ukrainian,рогатий,horned,→,Ukrainian,рогатий,"cuckold, deceived husband"
5343,shift0310, Derivation,Vietnamese,sừng,horned,→,Vietnamese,cắm sừng,"cuckold, deceived husband"
5364,shift0311, Polysemy,Batsbi,laxũ,low,→,Batsbi,laxũ,of bad quality
5365,shift0311, Polysemy,Khamnigan Mongol,doro,"under, down",→,Khamnigan Mongol,doro,"bad, worse"
5366,shift0311, Polysemy,Turkish,aşağı,bottom,→,Turkish,aşağı,"common, coarse, bad"
5370,shift0312, Polysemy,Turkish,bacak,"foot, leg",NA,Turkish,bacak,"knave, jack"
5372,shift0313, Polysemy,Turkish,batın,"stomach, belly, womb",NA,Turkish,batın,generation
5374,shift0314, Polysemy,Cantonese Chinese,si2 (屎),faeces,→,Cantonese Chinese,si2 (屎),bad; poor; of inferior quality
5375,shift0314, Polysemy,English,shit,Solid excretory product evacuated from the bowels,→,English,shit,"(vulgar, colloquial) rubbish; worthless matter"
5376,shift0314, Polysemy,English,crap,"(slang, mildly vulgar) faeces",→,English,crap,"(slang, mildly vulgar) something worthless or of poor quality; junk"
5377,shift0314, Polysemy,Estonian,pask,"(vulgar) crap, shit, faeces",→,Estonian,pask,(vulgar) shit; something that is worthless
5378,shift0314, Polysemy,Finnish,paska,faeces,→,Finnish,paska,"(vulgar) piece of shit, crap (bad thing, something of poor quality) "
5379,shift0314, Polysemy,French,merde,faeces,→,French,merde,shit (something of poor quality)
5380,shift0314, Polysemy,Galician,merda,faeces,→,Galician,merda,"(vulgar, figuratively) crap"
5381,shift0314, Polysemy,Galician,caca,(childish) faeces,→,Galician,caca,(figurative) crap
5382,shift0314, Polysemy,German,Scheiße,faeces,→,German,Scheiße,"(vulgar, figuratively) something worthless, shit"
5383,shift0314, Polysemy,Hungarian,szar,(vulgar) shit (solid excretory product evacuated from the bowel),→,Hungarian,szar,(slang) shit (worthless unnamed thing)
5384,shift0314, Polysemy,Kumyk,покъ,faeces,→,Kumyk,покъ,"bad (about act, person)"
5385,shift0314, Polysemy,Modern Greek,σκατό,"(vulgar, colloquial, usually in the plural) faeces",→,Modern Greek,σκατό,"(vulgar, colloquial, figuratively, usually in the plural) shit, shite, crap, nonsense, rubbish (anything low quality and worthless)"
5386,shift0314, Polysemy,Spanish,mierda,faeces,→,Spanish,mierda,something poorly made or of poor quality
5387,shift0314, Polysemy,Turkish,bok,(vulgar) shit,→,Turkish,bok,"filth, rubbish"
5402,shift0315, Polysemy,Kubachi,зябакьий,to spoil (tr.),→,Kubachi,зябакьий,to rape
5403,shift0315, Polysemy,Russian,портить,to spoil,→,Russian,портить,to deflorate
5404,shift0315, Polysemy,Turkish,boz-,"to spoil, to damage, to destroy",→,Turkish,boz-,to deflorate
5408,shift0316, Polysemy,Turkish,bul-,to find,NA,Turkish,bul-,"to discover, to invent"
5410,shift0317, Polysemy,Turkish,bul-,to find,→,Turkish,bul-,"to reach, to arrive"
5412,shift0318, Polysemy,Turkish,burk-,"to turn, to twist, to roll",→,Turkish,burk-,to dislocate
5414,shift0319, Polysemy,Italian,salire,to go up,→,Italian,salire,to rise (of heavenly bodies)
5415,shift0319, Polysemy,Japanese,noboru,"to rise, to go up, to climb",→,Japanese,noboru,to rise (e.g. Sun)
5416,shift0319, Polysemy,Malak-Malak,baiga,to go up,→,Malak-Malak,baiga,"to rise (of Moon, Sun)"
5418,shift0319, Polysemy,Nivkh,мырдь,to go up,→,Nivkh,мырдь,"to rise (of Moon, Sun)"
5419,shift0319, Polysemy,Pashto,xež-,"to rise, to go up",→,Pashto,xež-,"to rise (sun, moon and stars)"
5420,shift0319, Cognates,Russian,восхождение,to go up,→,Russian,восход,"to rise (of Moon, Sun)"
5421,shift0319, Polysemy,Yuwaalaraay,galiya-y,to climb,→,Yuwaalaraay,galiya-y,"to rise (of Moon, Sun)"
5422,shift0319, Polysemy,Yuwaalayaay,galiya-y,to climb,→,Yuwaalayaay,galiya-y,"to rise (of Moon, Sun)"
5432,shift0320, Polysemy,Japanese,agaru (上がる),"to rise, to go up",—,Japanese,agaru (上がる),"to stop (raining, snowing etc)"
5434,shift0321, Polysemy,Japanese,akarui (明るい),"bright, light",→,Japanese,akarui (明るい),honest (e.g. politics)
5436,shift0322, Polysemy,Japanese,ageru (上げる),to lift,→,Japanese,ageru (上げる),to present
5437,shift0322, Polysemy,Mongolian (Khalkha),өргөх (örgöx),to lift up,—,Mongolian (Khalkha),өргөх (örgöx),"to present, to gift"
5438,shift0322, Polysemy,Tamil,ōkku-,"to raise, lift (tr.)",→,Tamil,ōkku-,"to give, bestow"
5442,shift0323, Polysemy,Amharic,anässa,"to raise, lift up",→,Amharic,anässa,to praise
5443,shift0323, Polysemy,Japanese,ageru (上げる),to lift,→,Japanese,ageru (上げる),to praise
5444,shift0323, Polysemy,Mongolian (Khalkha),örgö-,to lift,→,Mongolian (Khalkha),örgö-,"to praise, to speak highly of"
5445,shift0323, Derivation,Russian,voznosit',"to raise, to lift up",→,Russian,prevoznosit',to praise too much
5450,shift0324, Polysemy,Mongolian (Khalkha),örgö-,to lift,→,Mongolian (Khalkha),örgö-,to bear a child
5452,shift0325, Polysemy,Japanese,ageru (上げる),to lift,—,Japanese,ageru (上げる),to be enough
5454,shift0326, Polysemy,Japanese,ageru (上げる),to lift,NA,Japanese,ageru (上げる),to nauseate
5455,shift0326, Polysemy,Tamil,eṭu,to raise,→,Tamil,eṭu,to vomit
5456,shift0326, Polysemy,Turkish,kaldır-,"to raise, lift (tr.)",→,Turkish,kaldır-,to vomit
5460,shift0327, Polysemy,Japanese,asai (浅い),shallow,NA,Japanese,asai (浅い),"pale, light (colour)"
5462,shift0328, Polysemy,Udmurt,сяська,flower,→,Udmurt,сяська,(fig.) bastard
5464,shift0329, Polysemy,Japanese,ato (跡),trace,NA,Japanese,ato (跡),signs
5466,shift0330, Polysemy,Archi,лълъвири,footprint,—,Archi,лълъвири,scar
5467,shift0330, Polysemy,Avar,лишан,"footprint, track",—,Avar,лишан,scar
5468,shift0330, Polysemy,Fijian,we-,footprint,→,Fijian,we-,scar
5469,shift0330, Polysemy,Iduh (O’du),ju2ʔ,footprint,—,Iduh (O’du),ju2ʔ,scar
5470,shift0330, Polysemy,Japanese,ato (跡),trace,→,Japanese,ato (跡),scar
5471,shift0330, Polysemy,Yavitero (Paraene),ehunahami,footprint,—,Yavitero (Paraene),ehunahami,scar
5478,shift0331, Polysemy,Ahom,nam man,oil (food),→,Ahom,nam man,"petroleum, oil"
5479,shift0331, Polysemy,Croatian,ulje,oil (food),→,Croatian,ulje,"petroleum, oil"
5480,shift0331, Polysemy,English,oil,oil,→,English,oil,oil
5481,shift0331, Polysemy,Hindi,tel (तेल),vegetable oil,→,Hindi,tel (तेल),"petroleum, oil"
5482,shift0331, Polysemy,Hungarian,olaj,oil (food),→,Hungarian,olaj,"petroleum, oil"
5483,shift0331, Polysemy,Japanese,abura (油),oil,→,Japanese,abura (油),oil
5484,shift0331, Polysemy,Khmer,preeng (ប្រេង),oil (food),→,Khmer,preeng (ប្រេង),"petroleum, oil"
5485,shift0331, Polysemy,Korean,gireum (기름),oil (food),→,Korean,gireum (기름),"petroleum, oil"
5486,shift0331, Polysemy,Serbian,уље (ulje),oil (food),→,Serbian,уље (ulje),"petroleum, oil"
5487,shift0331, Polysemy,Shan,nâ̰m mán (ၼမ်ႉမၼ်း),oil (food),→,Shan,nâ̰m mán (ၼမ်ႉမၼ်း),"petroleum, oil"
5488,shift0331, Polysemy,Thai,nám-man (น้ำมัน),oil (food),→,Thai,nám-man (น้ำมัน),"petroleum, oil"
5500,shift0332, Polysemy,Japanese,amai (甘い),sweet,NA,Japanese,amai (甘い),"complacent, tolerant"
5502,shift0333, Polysemy,Japanese,ukabu (浮かぶ),"to float; to emerge, to break surface",→,Japanese,ukabu (浮かぶ),to remember
5504,shift0334, Polysemy,Japanese,uku (浮く),to float,→,Japanese,uku (浮く),to be in good mood
5506,shift0335, Polysemy,Japanese,uku (浮く),to float,→,Japanese,uku (浮く),to be rocky
5508,shift0336, Polysemy,Japanese,usui (薄い),thin (flat objects),NA,Japanese,usui (薄い),"light, soft"
5510,shift0337, Polysemy,Ancient Greek,τύπτω,"to beat, to hit, to wound",→,Ancient Greek,τύπτω,to strike deeply
5511,shift0337, Polysemy,English,strike,"to beat, to hit",→,English,strike,"to strike, to surprize"
5512,shift0337, Polysemy,English,shock,to subject to a shock wave or violent impact,—,English,shock,to cause to be emotionally shocked; to cause (someone) to feel surprised and upset
5513,shift0337, Polysemy,French,frapper,"to beat, hit",→,French,frapper,to surprise
5514,shift0337, Polysemy,French,choquer,"to beat, hit",→,French,choquer,"to shock, astonish"
5515,shift0337, Derivation,Hungarian,megüt,"to beat, hit",→,Hungarian,megütközik,to be shocked
5516,shift0337, Polysemy,Japanese,utsu,"to beat, to hit",→,Japanese,utsu,"to surprise, to amaze"
